Name EN,Name ZH
"Shinri Game, The - Akuma no Kokoroji (Japan)",心理游戏
Shinseiki GPX - Cyber Formula (Japan),闪电霹雳车-新世纪
Shinseiki Odysselya (Japan),神圣记
Shinseiki Odysselya II (Japan),神圣记2
Shinzui Taikyoku Igo - Go Sennin (Japan),碁仙人
Shiroi Ring e - Twinkle Little Star (Japan),向白色戒指-闪烁的小星星
Shodai Nekketsu Kouha Kunio-kun (Japan),热血硬派国夫君
Shodan Morita Shougi (Japan),初段森田将棋
Shodani Nintei - Shodan Pro Mahjong (Japan),初段麻将段位认定
Shougi Club (Japan),将棋俱乐部
Shougi Fuurinkazan (Japan),将棋风云录
Shougi Saikyou (Japan),将棋最强
Shougi Saikyou II - Jissen Taikyoku Hen (Japan),将棋最强2-实战对局篇
Shougi Zanmai (Japan),将棋三昧
Shounen Ashibe - Goma-chan no Yuuenchi Daibouken (Japan),小玉酱的游乐园大冒险
Shounen Ninja Sasuke (Japan),少年忍者佐助
"Shounin yo, Taishi o Idake!! (Japan)",商人立志传
Shuushoku Game (Japan),就职游戏
Side Pocket (Europe),撞球入袋
Side Pocket (Japan) (En),撞球入袋
Side Pocket (USA),撞球入袋
Silva Saga II - The Legend of Light and Darkness (Japan),魔界佣兵2
SimAnt (Japan),模拟蚂蚁
SimAnt - The Electronic Ant Colony (USA),模拟蚂蚁
SimCity (Europe),模拟城市
SimCity (France),模拟城市
SimCity (Germany),模拟城市
SimCity (Japan),模拟城市
SimCity (USA),模拟城市
SimCity 2000 - The Ultimate City Simulator (Europe),模拟城市2000
SimCity 2000 - The Ultimate City Simulator (Japan),模拟城市2000
SimCity 2000 - The Ultimate City Simulator (USA),模拟城市2000
SimCity Jr. (Japan),模拟城市2
SimEarth - The Living Planet (Japan),模拟地球
SimEarth - The Living Planet (USA),模拟地球
"Simpsons, The - Bart no Fushigi na Yume no Daibouken (Japan) (En)",辛普森家庭-霸子的恶梦
"Simpsons, The - Bart's Nightmare (Europe)",辛普森家庭-霸子的恶梦
"Simpsons, The - Bart's Nightmare (USA)",辛普森家庭-霸子的恶梦
Simulation Pro Yakyuu (Japan),古田敦也棒球
Ski Paradise with Snowboard (Japan),滑雪天堂
Skuljagger - Revolt of the Westicans (USA),铁勾岛
Sky Mission (Japan) (En),天空任务
Skyblazer (Europe),迦楼逻王
Skyblazer (USA),迦楼逻王
Slap Stick (Japan),勇者机器人
Slayers (Japan),秀斗魔导士-圣龙传说
Smart Ball (USA),史莱姆大进击
Smash T.V. (Japan) (En),电视斗士
Smash Tennis (Europe),网球大会
"Smurfs Travel the World, The (Europe) (En,Fr,De,Es)",蓝精灵-环游世界
"Smurfs, The (Europe) (En,Fr,De,Es,It)",蓝精灵
Snoopy Concert (Japan),史奴比音乐会
Snow White in Happily Ever After (USA),幸福永在雪白后
"Soccer Kid (Europe) (En,Fr,De,Es,It)",足球小子
Soccer Kid (Japan),足球小子
Soccer Shootout (Europe),足球暴射入网
Soldiers of Fortune (USA),未来佣兵
Solid Runner (Japan),暗龙传说
Solstice II (Japan),秘境魔宝2
Song Master (Japan),音乐大师
Sonic Blast Man (Europe),音速快击手
Sonic Blast Man (Japan),音速快击手
Sonic Blast Man (USA),音速快击手
Sonic Blast Man II (Japan),音速快击手2
Sonic Blast Man II (USA),音速快击手2
Sonic Wings (Japan),铁鹰战士
Soreyuke Ebisumaru Karakuri Meiro - Kieta Goemon no Nazo!! (Japan),大盗伍佑卫门迷路记
SOS (USA),潜舰攻击
Sotsugyou Bangai Hen - Nee Mahjong Shiyo! (Japan),卒业麻雀
Sougou Kakutougi - Astral Bout (Japan),综合格斗技-星际格斗
Sougou Kakutougi - Astral Bout 2 - The Total Fighters (Japan),综合格斗技-星际格斗2-终极斗士
Sougou Kakutougi Rings - Astral Bout 3 (Japan),综合格斗技之环-星际格斗3
Soukou Kihei Votoms - The Battling Road (Japan),装甲骑兵波特姆斯-战斗之路
Soul & Sword (Japan),灵魂与剑
Soul Blader (Japan),创世封魔录
Soul Blazer (Scandinavia) (En),创世封魔录
Soul Blazer (France),创世封魔录
Soul Blazer (Germany),创世封魔录
Soul Blazer (USA),创世封魔录
Sound Novel Tsukuru (Japan),音乐制造者
Space Ace (Europe),太空高手
Space Ace (Japan) (En),太空高手
Space Ace (USA),太空高手
Space Bazooka (Japan),太空火箭炮
Space Football - One on One (USA),太空足球
Space Funky B.O.B. (Japan),蚂蚁战士
Space Invaders (Australia),太空入侵者
Space Invaders (USA),太空入侵者
Space Invaders - The Original Game (Japan),太空侵略者-原版游戏
Space Megaforce (USA),太空争霸
Spanky's Quest (Europe),猴子大冒险
Spanky's Quest (USA),猴子大冒险
Spark World (Japan),轰炸汽车
Sparkster (Europe),火箭骑士
Sparkster (Japan) (En),火箭骑士
Sparkster (USA),火箭骑士
Spectre (Europe),幽灵大射击
Spectre (USA),幽灵大射击
Speed Racer (USA),竞速天龙
Speedy Gonzales - Los Gatos Bandidos (USA),飞毛腿
Speedy Gonzales - Los Gatos Bandidos (USA) (Rev 1),飞毛腿
Spider-Man (Europe),蜘蛛人-原点
Spider-Man (USA),蜘蛛人-原点
Spider-Man - Venom - Maximum Carnage (Europe),蜘蛛人-大屠杀
Spider-Man - Venom - Maximum Carnage (USA),蜘蛛人-大屠杀
Spider-Man - X-Men - Arcade's Revenge (Europe),蜘蛛人与特异功能组-4人版
Spider-Man - X-Men - Arcade's Revenge (USA),蜘蛛人与特异功能组-4人版
Spindizzy Worlds (Europe),宇宙陀螺仪
Spindizzy Worlds (Japan) (En),宇宙陀螺仪
Spindizzy Worlds (USA),宇宙陀螺仪
"Spirou (Europe) (En,Fr,De,Es)",史皮鲁探险
"Sporting News Baseball, The (USA)",运动新闻棒球
Sports Illustrated - Championship Football & Baseball (USA),冠军足球+棒球
Spriggan Powered (Japan),雷霆机器人
Sprinter Monogatari - Mezase!! Ikkakusenkin (Japan),妆Ρπ车物语
St. Andrews - Eikou to Rekishi no Old Course (Japan),安德鲁的荣光高尔夫
Stable Star - Kyuusha Monogatari (Japan),赛马之星-竞马物语
Star Fox (Japan),星际火狐
Star Fox (USA),星际火狐
Star Fox (USA) (Rev 2),星际火狐
Star Ocean (Japan),银河游侠
Star Trek - Deep Space Nine - Crossroads of Time (Europe),星舰迷航记-第9空间
Star Trek - Deep Space Nine - Crossroads of Time (USA),星舰迷航记-第9空间
Star Trek - Starfleet Academy - Starship Bridge Simulator (Europe),星舰迷航记-星云学会
Star Trek - Starfleet Academy - Starship Bridge Simulator (Germany),星舰迷航记-星云学会
Star Trek - Starfleet Academy - Starship Bridge Simulator (USA),星舰迷航记-星云学会
Star Trek - The Next Generation - Future's Past (Europe),星舰迷航记-另一个世代
Star Trek - The Next Generation - Future's Past (USA),星舰迷航记-另一个世代
Stardust Suplex (Japan),幻象女子摔角
"Stargate (Europe) (En,Fr,De)",星际之门
Stargate (Japan),星际之门
Stargate (USA),星际之门
Starwing (Europe),星际火狐
Starwing (Europe) (Rev 1),星际火狐
Starwing (Germany),星际火狐
Starwing - Competition (Europe) (Competition Cart),星际火狐-竞赛版
Starwing - Competition (Germany) (Competition Cart),星际火狐-竞赛版
Stealth (Japan),秘密行动
Steel Talons (USA),钢爪直昇机
Sterling Sharpe - End 2 End (USA),美国足球终极对决
Stone Protectors (Japan),摇滚保护者
Stone Protectors (USA),摇滚保护者
Street Combat (USA),街头战斗
Street Fighter Alpha 2 (Europe),街头霸王-原点2
Street Fighter Alpha 2 (USA),街头霸王-原点2
Street Fighter II (Europe),街头霸王2
Street Fighter II (Japan),街头霸王2
Street Fighter II (USA),街头霸王2
Street Fighter II Turbo (Europe),街头霸王2-加强版
Street Fighter II Turbo (Europe) (Rev 1),街头霸王2-加强版
Street Fighter II Turbo (Japan),街头霸王2-加强版
Street Fighter II Turbo (USA),街头霸王2-加强版
Street Fighter Zero 2 (Japan),街头霸王-原点2
Street Racer (Europe),街头赛车手
Street Racer (Europe) (Rev 1),街头赛车手
Street Racer (Japan) (En),街头赛车手
Street Racer (USA),街头赛车手
Street Sports - Street Hockey '95 (USA),街头运动-街头曲棍球'95
Strike Gunner S.T.G (Japan) (En),重装战机S.T.G
Strike Gunner S.T.G (USA),重装战机S.T.G
"Striker (Europe) (En,Fr,De,Es,It,Nl,Sv)",胜利足球
Stunt Race FX (Europe),特技立体赛车
Stunt Race FX (USA) (Rev 1),特技立体赛车
Sufami Turbo (Japan),Sufami加速卡
Sugoi Hebereke (Japan),魔法气泡小人物对决
Sugoro Quest++ - Dicenics (Japan),勇者传说
Sugoroku Ginga Senki (Japan),银河战记
Sunset Riders (Europe),日落骑士
Sunset Riders (USA),日落骑士
Supapoon (Japan),超立体打砖块
Supapoon DX (Japan),超立体打砖块DX
Super 3D Baseball (Japan),超级3D棒球
Super 4WD - The Baja (Japan),超级四轮赛车
Super Adventure Island (Europe),超级冒险岛
Super Adventure Island (USA),超级冒险岛
Super Adventure Island II (Europe),超级冒险岛2
Super Adventure Island II (USA),超级冒险岛2
Super Air Diver (Europe),超级空中战斗员
Super Air Diver (Japan),超级空中战斗员
Super Air Diver 2 (Japan) (En),超级空中战斗员2
Super Aleste (Europe),太空争霸
Super Aleste (Japan),太空争霸
Super Alfred Chicken (USA),神鸡艾烈佛
Super Aoki Ookami to Shiroki Mejika - Genchou Hishi (Japan),元朝密史-苍狼与白鹿
"Super Aquatic Games Starring the Aquabats, The (USA)",爆笑海底城运动会
Super B.C. Kid (Europe),超级原人
Super Back to the Future Part II (Japan),回到未来2
Super Baken Ou '95 (Japan),超级马券王'95
Super Baseball Simulator 1.000 (USA),超级虚拟棒球1000
Super Bases Loaded (USA),超级基础棒球
Super Bases Loaded 2 (USA),超级基础棒球2
Super Bases Loaded 3 - License to Steal (USA),超级基础棒球3
Super Batter Up (USA),超级强棒
Super Battleship (Europe),超级战舰
Super Battleship (USA),超级战舰
Super Battletank (Japan),超级坦克
Super Battletank 2 (Europe),超级坦克2
Super Battletank 2 (Japan),超级坦克2
Super Battletank 2 (Spain),超级坦克2
Super Battletank 2 (USA),超级坦克2
Super Bikkuriman (Japan),超级比卡鲁超人
Super Billiard - Championship Pool (Japan),超级撞球台
Super Birdie Rush (Japan),超级博蒂高尔夫
Super Black Bass (Japan),超级黑巴斯
Super Black Bass (USA),超级黑巴斯
Super Black Bass 2 (Japan),超级黑巴斯2
Super Black Bass 3 (Japan),超级黑巴斯3
Super Black Bass 3 (Japan) (Rev 1),超级黑巴斯3
Super Bomberman (Europe),超级炸弹人
Super Bomberman (Japan),超级炸弹人
Super Bomberman (USA),超级炸弹人
Super Bomberman - Panic Bomber W (Japan),超级炸弹人-恐慌炸弹人W
Super Bomberman 2 (Europe),超级炸弹人2
Super Bomberman 2 (Japan) (En),超级炸弹人2
Super Bomberman 2 (Japan) (Caravan You Taikenban),超级炸弹人2
Super Bomberman 2 (USA),超级炸弹人2
Super Bomberman 3 (Europe),超级炸弹人3
Super Bomberman 3 (Japan),超级炸弹人3
Super Bomberman 4 (Japan),超级炸弹人4
Super Bomberman 5 (Japan),超级炸弹人5
Super Bomberman 5 (Japan) (Caravan Event Ban),超级炸弹人5
Super Bombliss (Japan) (En),轰炸俄罗斯方块
Super Bonk (USA),超级原人
Super Bowling (Japan) (En),超级保龄球
Super Bowling (USA),超级保龄球
Super Buster Bros. (USA),魔鬼汽球
Super Buster Bros. (USA) (Rev 1),魔鬼汽球
Super Caesars Palace (USA),超级赌城
Super Casino - Caesars Palace (Japan),超级赌城
Super Casino - Caesars Palace (Japan) (Rev 1),超级赌城
Super Casino 2 (Japan),超级赌城2
Super Castles (Japan),超级城堡
Super Castlevania IV (Europe),超级恶魔城4
Super Castlevania IV (USA),超级恶魔城4
Super Chase H.Q. (Australia),超级追踪HQ
Super Chase H.Q. (USA),超级追踪HQ
Super Chinese Fighter (Japan),超级中国人格斗
Super Chinese World (Japan),超级中国人世界
Super Chinese World 2 - Uchuuichi Butou Taikai (Japan),超级中国人世界2
Super Chinese World 3 - Chou Jigen Daisakusen (Japan),超级中国人世界3
Super Conflict (Europe),火线冲突
Super Conflict (USA),火线冲突
"Super Copa (Latin America) (Es,Pt)",超级足球
Super Cup Soccer (Japan) (En),超级杯足球
Super Daikoukai Jidai (Japan),超级大航海时代
Super Dany (France),超级丹尼
Super Dogfight (Japan),超级混战
Super Donkey Kong (Japan),超级大金刚
Super Donkey Kong (Japan) (Rev 1),超级大金刚
Super Donkey Kong 2 - Dixie & Diddy (Japan),超级大金刚2
Super Donkey Kong 2 - Dixie & Diddy (Japan) (Rev 1),超级大金刚2
Super Donkey Kong 3 - Nazo no Kremis-tou (Japan),超级大金刚3
Super Donkey Kong 3 - Nazo no Kremis-tou (Japan) (Rev 1),超级大金刚3
Super Double Dragon (Europe),超级双截龙
Super Double Dragon (USA),超级双截龙
Super Double Yakuman (Japan),超级双重役满
Super Double Yakuman II (Japan),超级双重役满2
Super Drakkhen (Japan),超级屠龙传记2
Super Drift Out - World Rally Championships (Japan) (En),超级世界野外赛车
Super Dunk Shot (Japan) (En),超级射篮
Super Dunk Star (Japan) (En),超级灌篮之星
Super E.D.F. (Japan) (En),超级E.D.F
Super F1 Circus (Japan),超级F1竞技场
Super F1 Circus 2 (Japan),超级F1竞技场2
Super F1 Circus 3 (Japan),超级F1竞技场3
Super F1 Circus Gaiden (Japan),超级F1竞技场外传
Super F1 Circus Limited (Japan),超级F1竞技场限定版
Super Famicom Wars (Japan) (NP),超级任天堂大战
Super Family Circuit (Japan),超级巡回赛
Super Family Gelaende (Japan) (NP),超级滑雪
Super Family Tennis (Japan),超级网球
Super Famista (Japan),拿姆科棒球
Super Famista 2 (Japan),拿姆科棒球2
Super Famista 3 (Japan),拿姆科棒球3
Super Famista 4 (Japan),拿姆科棒球4
Super Famista 4 (Japan) (Rev 1),拿姆科棒球4
Super Famista 5 (Japan),拿姆科棒球5
Super Final Match Tennis (Japan),超级回合网球
Super Fire Pro Wrestling (Japan),超火爆摔角
Super Fire Pro Wrestling - Queen's Special (Japan),超火爆摔角女王
Super Fire Pro Wrestling 2 (Japan),超火爆摔角2
Super Fire Pro Wrestling III - Easy Type (Japan),超火爆摔角3-简易版
Super Fire Pro Wrestling III - Final Bout (Japan),超火爆摔角3-最终对决
Super Fire Pro Wrestling III - Final Bout (Japan) (Rev 1),超火爆摔角3-最终对决
Super Fire Pro Wrestling Special (Japan),超火爆摔角特别版
Super Fire Pro Wrestling Special (Japan) (Rev 1),超火爆摔角特别版
Super Fire Pro Wrestling X (Japan),超火爆摔角X
Super Fire Pro Wrestling X Premium (Japan),超火爆摔角超值版
Super Fishing Big Fight (Japan),超级钓鱼-力战群鱼
Super Formation Soccer (Japan),超结构足球
Super Formation Soccer 94 - World Cup Edition (Japan),超结构足球'94
Super Formation Soccer 94 - World Cup Final Data (Japan),超结构足球'94最后资料版
Super Formation Soccer 95 - della Serie A (Japan),超结构足球'95
Super Formation Soccer 95 - della Serie A (Japan) (UCC Xaqua Version),超结构足球'95
Super Formation Soccer 96 - World Club Edition (Japan),超结构足球'96
Super Formation Soccer II (Japan),超结构足球2
Super Gachapon World - SD Gundam X (Japan),超级扭蛋世界-SD高达X
"Super Game Boy (Japan, USA) (En)",超任GB系统
"Super Game Boy (Japan, USA) (En) (Rev 1)",超任GB系统
Super Game Boy (World) (Rev 2),超任GB系统
Super Game Boy 2 (Japan),超任GB系统2
Super Genjin (Japan),超原人
Super Genjin 2 (Japan),超原人2
Super Ghouls 'N Ghosts (Europe),超魔界村
Super Ghouls 'N Ghosts (USA),超魔界村
Super Goal! (Europe),超级射门
Super Goal! 2 (USA),超级射门2
Super Godzilla (USA),超级哥斯拉
Super Gomoku Narabe - Renju (Japan),超级五目连珠
Super Gomoku Shougi - Jouseki Kenkyuu Hen (Japan),超级五目将棋
Super Gussun Oyoyo (Japan),超级豆豆君
Super Gussun Oyoyo 2 (Japan),超级豆豆君2
Super H.Q. - Criminal Chaser (Japan),超级火线追捕-犯罪克星
Super Hanafuda (Japan),超级花札
Super Hanafuda 2 (Japan),超级花札2
Super High Impact (Japan) (En),超级冲撞美式足球
Super High Impact (USA),超级冲撞美式足球
Super Hockey (Europe),超级曲棍球
"Super Hockey (France) (En,Fr)",超级曲棍球
Super Hockey '94 (Japan) (En),超级曲棍球'94
Super Honmei - GI Seiha (Japan),超级本命-G1制霸
Super Ice Hockey (Europe),超级冰上曲棍球
Super Igo - Go Ou (Japan),超级碁王
Super Indy Champ (Japan),超级印地冠军赛车
Super Inindou - Datou Nobunaga (Japan),超级伊忍道
Super International Cricket (Europe),超级国际板球赛
Super James Pond (USA),超级詹姆斯庞德
Super James Pond (Europe),超级詹姆斯庞德
Super James Pond II (Japan),超级詹姆斯庞德2
Super Jangou (Japan),超级雀豪
Super Jinsei Game (Japan),超级人生游戏
Super Jinsei Game (Japan) (Rev 1),超级人生游戏
Super Jinsei Game 2 (Japan),超级人生游戏2
Super Jinsei Game 3 (Japan),超级人生游戏3
Super Keiba (Japan),超级竞马
Super Keiba 2 (Japan),超级竞马2
Super Keirin (Japan),超级竞轮
Super Kick Boxing - Best of the Best (Japan) (En),超级泰国拳
Super Kick Off (Japan),超级射网
Super Koukou Yakyuu - Ikkyuu Nyuukon (Japan),超级高校野球-一球入魂
Super Kyousouba - Kaze no Sylphid (Japan),超级竞走马
Super Kyoutei (Japan),超级竞艇
Super Kyoutei (Japan) (Rev 1),超级竞艇
Super Kyoutei 2 (Japan),超级竞艇2
Super Kyuukyoku Harikiri Stadium (Japan),超究极棒球
Super Kyuukyoku Harikiri Stadium 2 (Japan),超究极棒球2
Super Linearball (Japan),太空足球
Super Loopz (Japan),水管拼图
Super Mad Champ (Japan),超级疯狂机车赛
Super Mahjong (Japan),超级麻将
Super Mahjong 2 - Honkaku 4-nin Uchi! (Japan),超级麻将2-本格四人打
Super Mahjong 2 - Honkaku 4-nin Uchi! (Japan) (Rev 1),超级麻将2-本格四人打
Super Mahjong 3 - Karakuchi (Japan),超级麻将3
Super Mahjong Taikai (Japan),超级麻将大会
Super Mahjong Taikai (Japan) (Rev 1),超级麻将大会
Super Mahjong Taikai (Japan) (Rev 3),超级麻将大会
Super Mahjong Taikai (Japan) (Rev 4),超级麻将大会
Super Mario - Yoshi Island (Japan),超级马里奥-耀西岛
Super Mario - Yoshi Island (Japan) (Rev 1),超级马里奥-耀西岛
Super Mario - Yoshi Island (Japan) (Rev 2),超级马里奥-耀西岛
Super Mario All-Stars (Europe),超级马里奥全明星
Super Mario All-Stars (USA),超级马里奥全明星
Super Mario All-Stars + Super Mario World (USA),超级马里奥全明星+超级马里奥世界
Super Mario All-Stars and Super Mario World (Europe),超级马里奥全明星+超级马里奥世界
Super Mario Collection (Japan),超级马里奥合集
Super Mario Collection (Japan) (Rev 1),超级马里奥合集
Super Mario Kart (Europe),马里奥赛车
Super Mario Kart (Japan),马里奥赛车
Super Mario Kart (USA),马里奥赛车
Super Mario RPG (Japan),超级马里奥RPG
Super Mario RPG - Legend of the Seven Stars (USA),超级马里奥RPG-七星传说
Super Mario World (Europe),超级马里奥世界
Super Mario World (Europe) (Rev 1),超级马里奥世界
Super Mario World (USA),超级马里奥世界
Super Mario World - Super Mario Bros. 4 (Japan),超级马里奥世界-超级马里奥兄弟4
"Super Mario World 2 - Yoshi's Island (Europe) (En,Fr,De)",超级马里奥世界2-耀西岛
"Super Mario World 2 - Yoshi's Island (Europe) (En,Fr,De) (Rev 1)",超级马里奥世界2-耀西岛
Super Mario World 2 - Yoshi's Island (USA),超级马里奥世界2-耀西岛
Super Mario World 2 - Yoshi's Island (USA) (Rev 1),超级马里奥世界2-耀西岛
"Super Metroid (Europe) (En,Fr,De)",超级银河战士
"Super Metroid (Japan, USA) (En,Ja)",超级银河战士
Super Moero!! Pro Yakyuu (Japan),超燃烧野球
Super Momotarou Dentetsu DX (Japan),超级桃太郎电铁DX
Super Momotarou Dentetsu DX (Japan) (JR Nishi-Nihon Presents),超级桃太郎电铁DX
Super Momotarou Dentetsu II (Japan),超级桃太郎电铁2
Super Momotarou Dentetsu III (Japan),超级桃太郎电铁3
Super Momotarou Dentetsu III (Japan) (Rev 1),超级桃太郎电铁3
Super Momotarou Dentetsu III (Japan) (Rev 2),超级桃太郎电铁3
Super Morph (Europe),水的三态变化
Super Naxat Open - Golf de Shoubu da Dorabocchan (Japan),超级魔法高尔夫
Super Nazo Puyo - Rulue no Roux (Japan),魔法气泡物语
Super Nazo Puyo Tsuu - Rulue no Tetsuwan Hanjouki (Japan),魔法气泡物语2
Super Nichibutsu Mahjong (Japan),超写实麻雀
Super Nichibutsu Mahjong 2 - Zenkoku Seiha Hen (Japan),超日物麻雀2
Super Nichibutsu Mahjong 3 - Yoshimoto Gekijou Hen (Japan),超日物麻雀3
Super Nichibutsu Mahjong 4 - Kisokenkyuu Hen (Japan),超日物麻雀4
Super Ninja Boy (USA),超级中国人
Super Ninja-kun (Japan),超级忍者君
Super Nobunaga no Yabou - Bushou Fuuunroku (Japan),信长之野望-武将风云录
Super Nobunaga no Yabou - Bushou Fuuunroku (Japan) (Rev 1),信长之野望-武将风云录
Super Nobunaga no Yabou - Zenkoku Ban (Japan),超级信长之野望-全国版
Super Nova (USA),太空战斗机
Super Off Road (Europe),超级四轮巨无霸赛车
Super Off Road (Japan) (En),超级四轮巨无霸赛车
Super Off Road (USA),超级四轮巨无霸赛车
Super Off Road - The Baja (USA),超级野外赛车
Super Okumanchouja Game (Japan),超级亿万长者游戏
Super Oozumou - Nessen Ooichiban (Japan),超级大相扑-热战大一番
Super Pachi-Slot Mahjong (Japan),超级柏青哥麻将
Super Pachinko Taisen (Japan),超级柏青哥大战
Super Pang (Europe),魔鬼汽球
Super Pang (Japan),魔鬼汽球
Super Pinball - Behind the Mask (Europe),面具后的弹珠台
Super Pinball - Behind the Mask (Japan),面具后的弹珠台
Super Pinball - Behind the Mask (USA),面具后的弹珠台
Super Pinball - Behind the Mask (USA) (Rev 1),面具后的弹珠台
Super Pinball II - The Amazing Odyssey (Japan),超级弹珠台2
Super Play Action Football (USA),超动感足球
Super Power League (Japan),超动力联盟棒球
Super Power League 2 (Japan),超动力联盟棒球2
Super Power League 2 (Japan) (Rev 1),超动力联盟棒球2
Super Power League 3 (Japan),超动力联盟棒球3
Super Power League 4 (Japan),超动力联盟棒球4
Super Probotector - Alien Rebels (Europe),超级魂斗罗
Super Professional Baseball (Japan),超级职业棒球
Super Professional Baseball II (Japan),超级职业棒球2
Super Punch-Out!! (Europe),技术击倒
Super Punch-Out!! (Japan) (NP),技术击倒
Super Punch-Out!! (USA),技术击倒
Super Putty (Europe),超级点点君
Super Putty (USA),超级点点君
Super Puyo Puyo (Japan),魔法气泡
Super Puyo Puyo (Japan) (Rev 1),魔法气泡
Super Puyo Puyo (Japan) (Rev 2),魔法气泡
Super Puyo Puyo Tsuu (Japan),超级魔法气泡通
Super Puyo Puyo Tsuu Remix (Japan),魔法气泡2重制版
Super R-Type (Europe),超级异形战机
Super R-Type (Japan) (En),超级异形战机
Super R-Type (USA),超级异形战机
Super R.B.I. Baseball (USA),超级RBI棒球
Super Real Mahjong PIV (Japan),超真实麻雀P4
Super Real Mahjong PV Paradise - All-Star 4-nin Uchi (Japan),超真实麻雀P5
Super Robot Taisen EX (Japan),超级机器人大战EX
Super Robot Taisen Gaiden - Masoukishin - The Lord of Elemental (Japan),超级机器人大战外传-魔装机神
Super Royal Blood (Japan),超级领国战役
Super Rugby (Japan),超级橄榄球
Super Sangokushi (Japan),超级三国志
Super Sangokushi II (Japan),超级三国志2
Super Sangokushi II (Japan) (Rev 1),超级三国志2
Super Scope 6 (Japan),超级光枪6
Super Scope 6 (USA),超级光枪6
Super Shanghai - Dragon's Eye (Japan) (HOT B),超级上海-龙之眼
Super Shougi (Japan),超级将棋
Super Shougi 2 (Japan),超级将棋2
Super Shougi 3 - Kitaihei (Japan),超级将棋3-棋太平
Super Slam Dunk (USA),超级扣篮
Super Slap Shot (Japan) (En),超级冰棍射网
Super Slap Shot (USA),超级冰棍射网
Super Smash T.V. (Europe),超级电视斗士
Super Smash T.V. (USA),超级电视斗士
Super Snakey (Japan),超级蛇方块
Super Soccer (Europe),超级足球
Super Soccer (USA),超级足球
Super Soccer Champ (USA),超级冠军足球
"Super Solitaire (USA) (En,Fr,De,Es,It)",超级扑克集锦
Super Soukoban (Japan),超级仓库番
Super Stadium (Japan),超级露天棒球场
"Super Star Fox Weekend (USA) (Competition Cart, Nintendo Power mail-order)",超级信息火狐
Super Star Wars (Europe),星际大战4
Super Star Wars (Europe) (Rev 1),星际大战4
Super Star Wars (Japan),星际大战4
Super Star Wars (USA),星际大战4
Super Star Wars (USA) (Rev 1),星际大战4
Super Star Wars - Jedi no Fukushuu (Japan),星际大战6-绝地大反攻-卢卡斯版
Super Star Wars - Return of the Jedi (Europe),星际大战6-绝地大反攻
Super Star Wars - Return of the Jedi (Europe) (Rev 1),星际大战6-绝地大反攻
Super Star Wars - Return of the Jedi (USA),星际大战6-绝地大反攻
Super Star Wars - Return of the Jedi (USA) (Rev 1),星际大战6-绝地大反攻
Super Star Wars - Teikoku no Gyakushuu (Japan),星际大战5-帝国大反击
Super Star Wars - The Empire Strikes Back (Europe),星际大战5-帝国大反击
Super Star Wars - The Empire Strikes Back (Europe) (Rev 1),星际大战5-帝国大反击
Super Star Wars - The Empire Strikes Back (USA),星际大战5-帝国大反击
Super Star Wars - The Empire Strikes Back (USA) (Rev 1),星际大战5-帝国大反击
Super Street Fighter II (Europe),超级街头霸王II
Super Street Fighter II (USA),超级街头霸王II
Super Street Fighter II - The New Challengers (Japan),超级街头霸王2
"Super Strike Eagle (Europe) (En,Fr,De,Es,It)",超级战鹰
Super Strike Eagle (USA),超级战鹰
Super Strike Gunner (Europe),超级重装战机
Super SWIV (Europe),超级联合部队
Super SWIV (Japan) (En),超级联合部队
Super Tekkyuu Fight! (Japan),超级铁球大战
Super Tennis (Europe),超级网球
Super Tennis (Europe) (Rev 1),超级网球
Super Tennis (USA),超级网球
Super Tennis - World Circuit (Japan) (En),超级网球巡回赛
Super Tetris 2 + Bombliss (Japan) (En),超级俄罗斯方块2+轰炸方块
Super Tetris 2 + Bombliss (Japan) (En) (Rev 1),超级俄罗斯方块2+轰炸方块
Super Tetris 2 + Bombliss Genteiban (Japan) (En),超级俄罗斯方块2+轰炸方块限定版
Super Tetris 3 (Japan) (En),超级俄罗斯方块3
Super Troll Islands (Europe),超级转转岛
Super Troll Islands (USA),超级转转岛
Super Troll Islands - Shiawase o Ageru (Japan),超级转转岛-幸福传递
Super Trump Collection (Japan),超级游戏集锦
Super Trump Collection 2 (Japan),超级游戏集锦2
Super Tsumeshougi 1000 (Japan),超级诘将棋1000
Super Turrican (Europe),超级战士
Super Turrican (Japan) (En),超级战士
Super Turrican (USA),超级战士
Super Turrican 2 (Europe),超级战士2
Super Turrican 2 (USA),超级战士2
Super Ultra Baseball (Japan),超能力棒球
Super Ultra Baseball 2 (Japan),超能力棒球2
Super Uno (Japan),超级Uno
Super Uno (Japan) (Rev 1),超级Uno
Super Valis - Akaki Tsuki no Otome (Japan),超级梦幻战士4
Super Valis IV (USA),超级梦幻战士4
Super Variable Geo (Japan),姬武神传说
Super Volley II (Japan),超级排球2
Super Wagyan Land (Japan),超级瓦强世界
Super Wagyan Land 2 (Japan),超级瓦强世界2
Super Widget (Europe),超级威捷特
Super Widget (USA),超级威捷特
Super Wrestle Angels (Japan),超级摔角天使
Super Yakyuudou (Japan),超级野球道
Super Zugan - Hakotenjou kara no Shoutaijou (Japan),超级自我中心麻将
Super Zugan 2 - Tsukanpo Fighter (Japan),超级自我中心麻将2
Super!! Pachinko (Japan),超级弹珠机
Sutobasu Yarou Show (Japan),篮球天王-将
